raw_ticker,identifier,ark_name,ticker,cik,sec_name,resolution,evidence,observed_forms,funds,n_10k,n_10q,status
AMD,007903107,ADVANCED MICRO DEVICES,AMD,0000002488,ADVANCED MICRO DEVICES INC,verified,https://data.sec.gov/submissions/CIK0000002488.json,"10-K, 10-Q, 144, 3, 4, 4/A, 424B3, 424B5, 425, 5, 5/A, 8-K, 8-K/A, ARS, CORRESP, DEF 14A, DEFA14A, EFFECT, FWP, IRANNOTICE, POS EX, PRE 14A, S-3ASR, S-4/A, S-4MEF, S-8, SC 13G/A, SD, UPLOAD",ARKF|ARKK|ARKQ|ARKW|ARKX,5,15,domestic_filer
AMZN,023135106,AMAZON.COM INC,AMZN,0001018724,AMAZON COM INC,verified,https://data.sec.gov/submissions/CIK0001018724.json,"10-K, 10-Q, 13F-HR, 144, 144/A, 3, 3/A, 4, 424B2, 424B5, 8-K, ARS, CORRESP, DEF 14A, DEFA14A, FWP, IRANNOTICE, N-PX, PRE 14A, PX14A6G, S-3ASR, SC 13G, SC 13G/A, SCHEDULE 13G/A, SD, UPLOAD",ARKF|ARKK|ARKQ|ARKW|ARKX,5,15,domestic_filer
ARCT UQ,03969T109,ARCTURUS THERAPEUTICS HOLDIN,ARCT,0001768224,Arcturus Therapeutics Holdings Inc.,verified,https://data.sec.gov/submissions/CIK0001768224.json,"10-K, 10-Q, 144, 3, 4, 4/A, 424B5, 8-K, 8-K/A, CORRESP, DEF 14A, DEFR14A, DEL AM, EFFECT, NT 10-Q, S-3, S-8, SC 13D/A, SC 13G, SC 13G/A, SCHEDULE 13G, SCHEDULE 13G/A, UPLOAD",ARKG,5,15,domestic_filer
ARKY,00214Q724,ARK ACTIVE AUTOCALL INC ETF,ARKY,,,fund_holding,Frozen holdings: fund security; outside operating-company sample,,ARKK,0,0,fund_holding
AUR,051774107,AURORA INNOVATION INC,AUR,0001828108,"Aurora Innovation, Inc.",verified,https://data.sec.gov/submissions/CIK0001828108.json,"10-K, 10-K/A, 10-Q, 144, 25-NSE, 3, 4, 4/A, 424B3, 424B4, 424B5, 425, 8-A12B, 8-K, 8-K/A, ARS, CERT, CORRESP, DEF 14A, DEFA14A, EFFECT, POS AM, PRE 14A, S-1, S-1/A, S-3, S-3ASR, S-4, S-4/A, S-8, SC 13D, SC 13D/A, SC 13G, SC 13G/A, SCHEDULE 13D/A, SCHEDULE 13G, SCHEDULE 13G/A, UPLOAD",ARKQ,4,15,domestic_filer
AVAV,008073108,AEROVIRONMENT INC,AVAV,0001368622,AeroVironment Inc,verified,https://data.sec.gov/submissions/CIK0001368622.json,"10-K, 10-K/A, 10-Q, 144, 3, 4, 4/A, 424B3, 424B5, 425, 8-K, 8-K/A, ARS, CORRESP, D, DEF 14A, DEFA14A, EFFECT, FWP, PRE 14A, S-3ASR, S-4, S-4/A, S-8, SC 13G/A, SCHEDULE 13D, SCHEDULE 13G, SCHEDULE 13G/A, SD, UPLOAD",ARKQ|ARKX,5,15,domestic_filer
AVGO,11135F101,BROADCOM INC,AVGO,0001730168,Broadcom Inc.,verified,https://data.sec.gov/submissions/CIK0001730168.json,"10-K, 10-Q, 144, 144/A, 15-12B, 25-NSE, 3, 3/A, 4, 4/A, 424B2, 424B3, 424B5, 425, 5, 8-K, 8-K/A, ARS, CORRESP, DEF 14A, DEFA14A, DEL AM, EFFECT, FWP, S-3ASR, S-4, S-4/A, S-8, SC 13G/A, SCHEDULE 13G/A, SD, UPLOAD",ARKK|ARKQ|ARKW,5,15,domestic_filer
BABA,01609W102,ALIBABA GROUP HOLDING-SP ADR,BABA,0001577552,Alibaba Group Holding Ltd,verified,https://data.sec.gov/submissions/CIK0001577552.json,"13F-HR, 144, 20-F, 20-F/A, 424B2, 424B3, 424B5, 6-K, CORRESP, EFFECT, F-3ASR, F-4, F-6EF, FWP, IRANNOTICE, N-PX, S-8, SC 13D/A, SC 13G, SC 13G/A, SCHEDULE 13G/A, SD, UPLOAD",ARKF,0,0,no_10x_filings
BEAM,07373V105,BEAM THERAPEUTICS INC,BEAM,0001745999,Beam Therapeutics Inc.,verified,https://data.sec.gov/submissions/CIK0001745999.json,"10-K, 10-Q, 144, 3, 4, 4/A, 424B5, 424B7, 8-K, ARS, CORRESP, DEF 14A, DEFA14A, FWP, S-3ASR, S-8, SC 13G, SC 13G/A, SCHEDULE 13G/A, UPLOAD",ARKG|ARKK,5,15,domestic_filer
BFLY,124155102,BUTTERFLY NETWORK INC,BFLY,0001804176,"Butterfly Network, Inc.",verified,https://data.sec.gov/submissions/CIK0001804176.json,"10-K, 10-K/A, 10-Q, 10-Q/A, 144, 25-NSE, 3, 4, 4/A, 424B3, 424B5, 425, 8-K, 8-K/A, ARS, CORRESP, DEF 14A, DEFA14A, EFFECT, POS AM, PRE 14A, S-1, S-1/A, S-3, S-3/A, S-4/A, S-8, SC 13D, SC 13D/A, SC 13G, SC 13G/A, SCHEDULE 13D/A, SCHEDULE 13G, SCHEDULE 13G/A, SEC STAFF LETTER, UPLOAD",ARKG,5,15,domestic_filer
BIDU,056752108,BAIDU INC - SPON ADR,BIDU,0001329099,"Baidu, Inc.",verified,https://data.sec.gov/submissions/CIK0001329099.json,"144, 144/A, 20-F, 424B2, 424B5, 6-K, CORRESP, F-3ASR, FWP, S-8, SC 13D/A, SC 13G, SC 13G/A, SCHEDULE 13G/A, UPLOAD",ARKQ,0,0,no_10x_filings
BLSH,G16910120,BULLISH,BLSH,0001872195,Bullish,verified,https://data.sec.gov/submissions/CIK0001872195.json,"424B4, 425, 6-K, 8-A12B, CERT, CORRESP, DRS, DRS/A, DRSLTR, EFFECT, F-1, F-1/A, F-4, F-4/A, RW, S-8, SCHEDULE 13D, SCHEDULE 13G, UPLOAD",ARKF|ARKK|ARKW,0,0,no_10x_filings
BMNR,09175A206,BITMINE IMMERSION TECHNOLOGI,BMNR,0001829311,"BITMINE IMMERSION TECHNOLOGIES, INC.",verified,https://data.sec.gov/submissions/CIK0001829311.json,"10-K, 10-K/A, 10-Q, 10-Q/A, 144, 144/A, 3, 4, 4/A, 424B4, 424B5, 5, 8-A12B, 8-K, 8-K/A, ARS, CERT, CORRESP, D, D/A, DEF 14A, DEF 14C, DEFA14A, DEFR14A, EFFECT, NT 10-K, NT 10-Q, POSASR, PRE 14A, PRE 14C, RW, S-1, S-1/A, S-1MEF, S-3ASR, S-8, SC 13D, SCHEDULE 13D, SCHEDULE 13G, SCHEDULE 13G/A, UPLOAD",ARKF|ARKK|ARKW,5,14,domestic_filer
BWXT,05605H100,BWX TECHNOLOGIES INC,BWXT,0001486957,"BWX Technologies, Inc.",verified,https://data.sec.gov/submissions/CIK0001486957.json,"10-K, 10-K/A, 10-Q, 144, 3, 3/A, 4, 4/A, 8-K, 8-K/A, ARS, DEF 14A, DEFA14A, PRE 14A, SC 13G, SC 13G/A, SCHEDULE 13G/A, SD",ARKK|ARKQ|ARKX,5,15,domestic_filer
BYDDY,05606L100,BYD CO LTD-UNSPONSORED ADR,BYDDY,0001445162,BYD CO LTD,verified,https://data.sec.gov/submissions/CIK0001445162.json,"F-6 POS, F-6EF",ARKQ,0,0,no_10x_filings
CAT,149123101,CATERPILLAR INC,CAT,0000018230,CATERPILLAR INC,verified,https://data.sec.gov/submissions/CIK0000018230.json,"10-K, 10-Q, 11-K, 144, 25-NSE, 3, 4, 4/A, 424B5, 8-K, ARS, CORRESP, DEF 14A, DEFA14A, FWP, IRANNOTICE, PX14A6G, S-3ASR, S-8, S-8 POS, SC 13G, SC 13G/A, SD, UPLOAD",ARKQ,5,15,domestic_filer
CBRS,15675D103,CEREBRAS SYSTEMS INC - A,CBRS,0002021728,Cerebras Systems Inc.,verified,https://data.sec.gov/submissions/CIK0002021728.json,"DRS, DRS/A, RW, S-1",ARKK|ARKW,0,0,no_10x_filings
CCJ,13321L108,CAMECO CORP,CCJ,0001009001,CAMECO CORP,verified,https://data.sec.gov/submissions/CIK0001009001.json,"144, 144/A, 40-F, 6-K, CORRESP, F-10, F-X, FWP, S-8, SC 13G, SC 13G/A, SCHEDULE 13G, SCHEDULE 13G/A, SD, SUPPL, UPLOAD",ARKQ,0,0,no_10x_filings
CDNA,14167L103,CAREDX INC,CDNA,0001217234,"CareDx, Inc.",verified,https://data.sec.gov/submissions/CIK0001217234.json,"10-K, 10-Q, 144, 3, 4, 4/A, 424B5, 8-K, ARS, CT ORDER, DEF 14A, DEFA14A, EFFECT, POS AM, POSASR, PRE 14A, S-3ASR, S-8, SC 13G, SC 13G/A, SCHEDULE 13G, SCHEDULE 13G/A",ARKG,5,15,domestic_filer
CERS,157085101,CERUS CORP,CERS,0001020214,CERUS CORP,verified,https://data.sec.gov/submissions/CIK0001020214.json,"10-K, 10-Q, 144, 3, 4, 4/A, 8-K, ARS, CORRESP, DEF 14A, DEFA14A, EFFECT, POS AM, POSASR, PRE 14A, S-3, S-8, SC 13G/A, SCHEDULE 13G/A, SD, UPLOAD",ARKG|ARKK,5,15,domestic_filer
CMPS,20451W101,COMPASS PATHWAYS PLC,CMPS,0001816590,COMPASS Pathways plc,verified,https://data.sec.gov/submissions/CIK0001816590.json,"10-K, 10-Q, 144, 20-F, 3, 4, 4/A, 424B3, 424B4, 424B5, 6-K, 8-K, ARS, CORRESP, DEF 14A, DRS, EFFECT, F-1, F-1/A, F-1MEF, F-3ASR, F-6EF, POS AM, POSASR, PRE 14A, S-3, S-8, SC 13D, SC 13D/A, SC 13G, SC 13G/A, SCHEDULE 13D/A, SCHEDULE 13G, SCHEDULE 13G/A, UPLOAD",ARKG,4,12,domestic_filer
COIN,19260Q107,COINBASE GLOBAL INC -CLASS A,COIN,0001679788,"Coinbase Global, Inc.",verified,https://data.sec.gov/submissions/CIK0001679788.json,"10-K, 10-Q, 144, 144/A, 3, 3/A, 4, 4/A, 424B3, 424B4, 424B7, 5, 8-A12B, 8-K, 8-K/A, ARS, CERT, CORRESP, DEF 14A, DEF 14C, DEFA14A, DRS/A, DRSLTR, EFFECT, FWP, POS AM, PRE 14C, S-1, S-1/A, S-3ASR, S-8, SC 13G, SC 13G/A, SCHEDULE 13G, SCHEDULE 13G/A, UPLOAD",ARKF|ARKK|ARKW,4,15,domestic_filer
CRCL,172573107,CIRCLE INTERNET GROUP INC,CRCL,0001876042,"Circle Internet Group, Inc.",verified,https://data.sec.gov/submissions/CIK0001876042.json,"10-Q, 144, 3, 3/A, 4, 424B4, 425, 8-A12B, 8-K, CERT, CORRESP, DRS, DRS/A, DRSLTR, EFFECT, RW, S-1, S-1/A, S-1MEF, S-4, S-4/A, S-8, SCHEDULE 13G, SCHEDULE 13G/A, UPLOAD",ARKF|ARKK|ARKW,0,2,domestic_filer
CRSP,H17182108,CRISPR THERAPEUTICS AG,CRSP,0001674416,CRISPR Therapeutics AG,verified,https://data.sec.gov/submissions/CIK0001674416.json,"10-K, 10-Q, 144, 3, 3/A, 4, 4/A, 424B5, 8-K, ARS, CORRESP, DEF 14A, DEFA14A, PRE 14A, S-3ASR, S-8, SC 13D/A, SC 13G, SC 13G/A, SCHEDULE 13G, SCHEDULE 13G/A, UPLOAD",ARKG|ARKK,5,15,domestic_filer
CRWD,22788C105,CROWDSTRIKE HOLDINGS INC - A,CRWD,0001535527,"CrowdStrike Holdings, Inc.",verified,https://data.sec.gov/submissions/CIK0001535527.json,"10-K, 10-Q, 144, 144/A, 3, 4, 4/A, 424B5, 8-K, ARS, DEF 14A, DEFA14A, FWP, S-3ASR, S-8, SC 13G, SC 13G/A",ARKF|ARKW,5,15,domestic_filer
CRWV,21873S108,COREWEAVE INC-CL A,CRWV,0001769628,"CoreWeave, Inc.",verified,https://data.sec.gov/submissions/CIK0001769628.json,"10-Q, 144, 3, 3/A, 4, 4/A, 424B3, 424B4, 425, 8-A12B, 8-K, 8-K/A, CERT, CORRESP, D, DRS, DRS/A, DRSLTR, EFFECT, S-1, S-1/A, S-4, S-4/A, S-8, SC 13D, SC 13D/A, SCHEDULE 13G, SCHEDULE 13G/A, SEC STAFF LETTER, UPLOAD",ARKK|ARKW,0,3,domestic_filer
DASH,25809K105,DOORDASH INC - A,DASH,0001792789,"DoorDash, Inc.",verified,https://data.sec.gov/submissions/CIK0001792789.json,"10-K, 10-Q, 144, 144/A, 25, 3, 3/A, 4, 4/A, 425, 8-A12B, 8-K, ARS, CERT, CORRESP, DEF 14A, DEFA14A, EFFECT, PRE 14A, PX14A6G, S-4, S-4/A, S-8, SC 13G, SC 13G/A, SCHEDULE 13G, SCHEDULE 13G/A, UPLOAD",ARKF|ARKQ|ARKW|ARKX,5,15,domestic_filer
DDOG,23804L103,DATADOG INC - CLASS A,DDOG,0001561550,"Datadog, Inc.",verified,https://data.sec.gov/submissions/CIK0001561550.json,"10-K, 10-Q, 144, 144/A, 3, 4, 4/A, 5, 8-K, ARS, CORRESP, DEF 14A, DEFA14A, PRE 14A, S-8, SC 13G, SC 13G/A, SCHEDULE 13G, SCHEDULE 13G/A, UPLOAD",ARKW,5,15,domestic_filer
DE,244199105,DEERE & CO,DE,0000315189,DEERE & CO,verified,https://data.sec.gov/submissions/CIK0000315189.json,"10-K, 10-Q, 11-K, 13F-HR, 13F-HR/A, 144, 25-NSE, 3, 4, 4/A, 424B2, 424B3, 8-K, ARS, CORRESP, DEF 14A, DEFA14A, FWP, IRANNOTICE, PX14A6G, S-3ASR, SC 13D/A, SC 13G, SC 13G/A, SD, UPLOAD",ARKQ|ARKX,5,15,domestic_filer
DKNG UW,26142V105,DRAFTKINGS INC-CL A,DKNG,0001883685,DraftKings Inc.,verified,https://data.sec.gov/submissions/CIK0001883685.json,"10-K, 10-Q, 144, 3, 4, 4/A, 424B3, 424B7, 8-K, 8-K/A, 8-K12B, ARS, CORRESP, D, DEF 14A, DEFA14A, EFFECT, POS AM, PX14A6G, S-3ASR, S-4, S-4/A, S-8, SC 13G, SC 13G/A, SCHEDULE 13G, SCHEDULE 13G/A, UPLOAD",ARKF|ARKW,3,12,domestic_filer
DSY,6177878,DISCOVERY LTD,DSY,,,no_verified_sec_match,https://www.discovery.co.za/corporate/investor-listing-info,,ARKF,0,0,no_verified_sec_match
DSY FP,BM8H5Y5,DASSAULT SYSTEMES SE,DSY,0001016118,DASSAULT SYSTEMES SE,verified,https://data.sec.gov/submissions/CIK0001016118.json,,ARKX,0,0,no_10x_filings
ESLT,M3760D101,ELBIT SYSTEMS LTD,ESLT,0001027664,ELBIT SYSTEMS LTD,verified,https://data.sec.gov/submissions/CIK0001027664.json,"20-F, 424B5, 6-K, CORRESP, F-3ASR, S-8, SC 13G, SC 13G/A, SCHEDULE 13D/A, SD, UPLOAD",ARKQ|ARKX,0,0,no_10x_filings
ETHQ/U,BQ84B35,3IQ ETHER STAKING ETF,ETHQ/U,,,fund_holding,Frozen holdings: fund security; outside operating-company sample,,ARKF|ARKW,0,0,fund_holding
ETOR,G32089107,ETORO GROUP LTD-A,ETOR,0001493318,eToro Group Ltd.,verified,https://data.sec.gov/submissions/CIK0001493318.json,"144, 424B4, 425, 6-K, 8-A12B, CERT, CORRESP, D, DRS, DRS/A, DRSLTR, EFFECT, F-1, F-1/A, F-1MEF, F-4, F-4/A, RW, S-8, SCHEDULE 13D, SCHEDULE 13D/A, SCHEDULE 13G, UPLOAD",ARKF,0,0,no_10x_filings
FIG,316841105,FIGMA INC-CL A,FIG,0001579878,"Figma, Inc.",verified,https://data.sec.gov/submissions/CIK0001579878.json,"10-Q, 144, 3, 4, 424B4, 8-A12B, 8-K, CERT, CORRESP, D, DRS, DRS/A, DRSLTR, EFFECT, S-1, S-1/A, S-8, SCHEDULE 13D, SCHEDULE 13G, UPLOAD",ARKW,0,2,domestic_filer
FRNM,35661P100,FREENOME INC,FRNM,0002017526,"Freenome, Inc.",verified,https://data.sec.gov/submissions/CIK0002017526.json,"10-K, 10-Q, 3, 4, 424B4, 425, 8-A12B, 8-K, 8-K/A, CERT, CORRESP, DRS, EFFECT, S-1, S-1/A, SC 13G, SCHEDULE 13D, UPLOAD",ARKG,1,5,domestic_filer
FUTU,36118L106,FUTU HOLDINGS LTD-ADR,FUTU,0001754581,Futu Holdings Ltd,verified,https://data.sec.gov/submissions/CIK0001754581.json,"144, 144/A, 20-F, 424B3, 424B5, 6-K, CORRESP, SC 13D/A, SC 13G, SC 13G/A, SCHEDULE 13G, UPLOAD",ARKF,0,0,no_10x_filings
GENB,370920100,GENERATE BIOMEDICINES INC,GENB,0002100782,"Generate Biomedicines, Inc.",verified,https://data.sec.gov/submissions/CIK0002100782.json,DRS,ARKG,0,0,no_10x_filings
GENI,G3934V109,GENIUS SPORTS LTD,GENI,0001834489,Genius Sports Ltd,verified,https://data.sec.gov/submissions/CIK0001834489.json,"144, 144/A, 20-F, 20-F/A, 25-NSE, 424B3, 424B4, 424B5, 425, 6-K, 6-K/A, 8-A12B, CERT, CORRESP, D, DRS, DRSLTR, EFFECT, F-1, F-1/A, F-1MEF, F-3, F-3ASR, F-4, F-4/A, POS AM, POS EX, RW, S-8, SC 13G, SC 13G/A, SC TO-I, SC TO-I/A, SCHEDULE 13G, SCHEDULE 13G/A, UPLOAD",ARKW,0,0,no_10x_filings
GH,40131M109,GUARDANT HEALTH INC,GH,0001576280,"Guardant Health, Inc.",verified,https://data.sec.gov/submissions/CIK0001576280.json,"10-K, 10-Q, 144, 3, 3/A, 4, 4/A, 424B5, 5, 8-K, ARS, CT ORDER, DEF 14A, DEFA14A, FWP, S-3ASR, S-8, SC 13D/A, SC 13G, SC 13G/A, SCHEDULE 13G/A",ARKG,5,15,domestic_filer
GLBE,M5216V106,GLOBAL-E ONLINE LTD,GLBE,0001835963,Global-E Online Ltd.,verified,https://data.sec.gov/submissions/CIK0001835963.json,"144, 20-F, 424B4, 6-K, 6-K/A, 8-A12B, CERT, CORRESP, DRS, DRS/A, DRSLTR, EFFECT, F-1, F-1/A, S-8, SC 13G, SC 13G/A, SCHEDULE 13G/A, SEC STAFF LETTER, UPLOAD",ARKF,0,0,no_10x_filings
GOOG,02079K107,ALPHABET INC-CL C,GOOG,0001652044,Alphabet Inc.,verified,https://data.sec.gov/submissions/CIK0001652044.json,"10-K, 10-Q, 13F-HR, 144, 144/A, 3, 3/A, 4, 4/A, 424B2, 424B5, 5, 5/A, 8-A12B, 8-K, ARS, CERT, DEF 14A, DEFA14A, FWP, IRANNOTICE, N-PX, PRE 14A, PX14A6G, S-3ASR, S-8, S-8 POS, SC 13G, SC 13G/A, SCHEDULE 13G/A, SD",ARKK|ARKQ|ARKW|ARKX,5,15,domestic_filer
GOOGL,02079K305,ALPHABET INC-CL A,GOOGL,0001652044,Alphabet Inc.,verified,https://data.sec.gov/submissions/CIK0001652044.json,"10-K, 10-Q, 13F-HR, 144, 144/A, 3, 3/A, 4, 4/A, 424B2, 424B5, 5, 5/A, 8-A12B, 8-K, ARS, CERT, DEF 14A, DEFA14A, FWP, IRANNOTICE, N-PX, PRE 14A, PX14A6G, S-3ASR, S-8, S-8 POS, SC 13G, SC 13G/A, SCHEDULE 13G/A, SD",ARKK|ARKQ|ARKW,5,15,domestic_filer
GRMN UN,B3Z5T14,GARMIN LTD,GRMN,0001121788,GARMIN LTD,verified,https://data.sec.gov/submissions/CIK0001121788.json,"10-K, 10-K/A, 10-Q, 10-Q/A, 11-K, 144, 25, 3, 3/A, 4, 4/A, 5, 8-A12B, 8-K, 8-K/A, ARS, CERT, DEF 14A, DEFA14A, DEFR14A, PRE 14A, S-8, SC 13G, SC 13G/A, SCHEDULE 13G/A, SD",ARKX,5,15,domestic_filer
GTLB,37637K108,GITLAB INC-CL A,GTLB,0001653482,Gitlab Inc.,verified,https://data.sec.gov/submissions/CIK0001653482.json,"10-K, 10-Q, 144, 3, 3/A, 4, 4/A, 424B4, 5, 8-A12B, 8-K, 8-K/A, ARS, CERT, CORRESP, DEF 14A, DEFA14A, DRS, DRS/A, DRSLTR, EFFECT, NT 10-Q, PRE 14A, S-1, S-1/A, S-3ASR, S-8, SC 13G, SC 13G/A, SCHEDULE 13G, SCHEDULE 13G/A, UPLOAD",ARKW,4,13,domestic_filer
HEI,422806109,HEICO CORP,HEI,0000046619,HEICO CORP,verified,https://data.sec.gov/submissions/CIK0000046619.json,"10-K, 10-Q, 144, 3, 4, 424B5, 5, 8-K, 8-K/A, ARS, CORRESP, D, DEF 14A, DEFA14A, FWP, S-3ASR, S-8, SC 13G, SC 13G/A, SCHEDULE 13G/A, SD, UPLOAD",ARKX,5,15,domestic_filer
HO,4162791,THALES SA,HO,0001884735,Thales S.A.,verified,https://data.sec.gov/submissions/CIK0001884735.json,3,ARKX,0,0,no_10x_filings
HON,438516106,HONEYWELL INTERNATIONAL INC,HON,0000773840,HONEYWELL INTERNATIONAL INC,verified,https://data.sec.gov/submissions/CIK0000773840.json,"10-K, 10-Q, 11-K, 144, 25, 25-NSE, 3, 3/A, 4, 424B3, 424B5, 5, 8-A12B, 8-K, 8-K/A, ARS, CERT, CORRESP, DEF 14A, DEFA14A, DEFR14A, FWP, PRE 14A, PX14A6G, S-3ASR, SC 13D, SC 13D/A, SC 13G, SC 13G/A, SD, UPLOAD",ARKX,5,15,domestic_filer
HOOD,770700102,ROBINHOOD MARKETS INC - A,HOOD,0001783879,"Robinhood Markets, Inc.",verified,https://data.sec.gov/submissions/CIK0001783879.json,"10-K, 10-Q, 144, 3, 3/A, 4, 4/A, 424B3, 424B4, 5, 8-A12B, 8-K, 8-K/A, ARS, CERT, CORRESP, DEF 14A, DEFA14A, DRS, DRS/A, DRSLTR, EFFECT, POS AM, S-1, S-1/A, S-8, S-8 POS, SC 13D, SC 13D/A, SC 13G, SC 13G/A, SCHEDULE 13G, SCHEDULE 13G/A, UPLOAD",ARKF|ARKK|ARKW,4,14,domestic_filer
ICE,45866F104,INTERCONTINENTAL EXCHANGE IN,ICE,0001571949,"Intercontinental Exchange, Inc.",verified,https://data.sec.gov/submissions/CIK0001571949.json,"10-K, 10-K/A, 10-Q, 144, 3, 4, 4/A, 424B2, 424B3, 424B5, 425, 5, 8-A12B, 8-K, 8-K/A, ARS, ARS/A, CERT, CORRESP, DEF 14A, DEFA14A, EFFECT, FWP, POS AM, PRE 14A, S-3ASR, S-4, S-4/A, S-8, S-8 POS, SC 13D, SC 13D/A, SC 13G/A, SCHEDULE 13D/A, SCHEDULE 13G/A, UPLOAD",ARKF,5,15,domestic_filer
ILMN,452327109,ILLUMINA INC,ILMN,0001110803,"ILLUMINA, INC.",verified,https://data.sec.gov/submissions/CIK0001110803.json,"10-K, 10-Q, 144, 3, 4, 4/A, 424B2, 424B3, 424B5, 425, 8-A12G, 8-K, 8-K/A, ARS, CORRESP, DEF 14A, DEFA14A, DEFC14A, DEFR14A, DFAN14A, EFFECT, FWP, PRE 14A, PREC14A, PRER14A, PRRN14A, S-3ASR, S-4/A, S-4MEF, S-8, SC 13G, SC 13G/A, SC TO-I, SC TO-I/A, SCHEDULE 13G/A, SD, UPLOAD",ARKG|ARKK,5,15,domestic_filer
INTU,461202103,INTUIT INC,INTU,0000896878,INTUIT INC.,verified,https://data.sec.gov/submissions/CIK0000896878.json,"10-K, 10-Q, 144, 144/A, 3, 4, 4/A, 424B5, 424B7, 8-K, ARS, CORRESP, DEF 14A, DEFA14A, FWP, PRE 14A, PX14A6G, S-3ASR, S-8, S-8 POS, SC 13G/A, SCHEDULE 13G/A, SD, UPLOAD",ARKF,5,15,domestic_filer
IONS,462222100,IONIS PHARMACEUTICALS INC,IONS,0000874015,IONIS PHARMACEUTICALS INC,verified,https://data.sec.gov/submissions/CIK0000874015.json,"10-K, 10-Q, 144, 144/A, 3, 3/A, 4, 4/A, 424B5, 5, 8-K, 8-K/A, ARS, CORRESP, DEF 14A, DEFA14A, S-3ASR, S-8, SC 13G, SC 13G/A, SCHEDULE 13G, SCHEDULE 13G/A, UPLOAD",ARKG,5,15,domestic_filer
IRDM,46269C102,IRIDIUM COMMUNICATIONS INC,IRDM,0001418819,Iridium Communications Inc.,verified,https://data.sec.gov/submissions/CIK0001418819.json,"10-K, 10-K/A, 10-Q, 144, 3, 4, 4/A, 5, 8-K, 8-K/A, ARS, DEF 14A, DEFA14A, PRE 14A, S-8, SC 13D/A, SC 13G, SC 13G/A, SCHEDULE 13D/A, SCHEDULE 13G/A, SD",ARKX,5,15,domestic_filer
ISRG,46120E602,INTUITIVE SURGICAL INC,ISRG,0001035267,INTUITIVE SURGICAL INC,verified,https://data.sec.gov/submissions/CIK0001035267.json,"10-K, 10-Q, 144, 3, 4, 4/A, 8-K, ARS, CORRESP, DEF 14A, DEFA14A, PRE 14A, PX14A6G, S-8, SC 13G/A, SD, UPLOAD",ARKQ,5,15,domestic_filer
JOBY,G65163100,JOBY AVIATION INC,JOBY,0001819848,"Joby Aviation, Inc.",verified,https://data.sec.gov/submissions/CIK0001819848.json,"10-K, 10-K/A, 10-Q, 144, 25-NSE, 3, 4, 4/A, 424B3, 424B5, 424B7, 425, 8-K, 8-K/A, ARS, CORRESP, D, DEF 14A, DEFA14A, EFFECT, POS AM, POS EX, PRE 14A, S-1, S-3, S-3ASR, S-4, S-4/A, S-4MEF, S-8, SC 13D, SC 13D/A, SC 13G, SC 13G/A, SCHEDULE 13D/A, SCHEDULE 13G/A, UPLOAD",ARKQ|ARKX,5,15,domestic_filer
KDK,500081104,KODIAK AI INC,KDK,0001853138,"Kodiak AI, Inc.",verified,https://data.sec.gov/submissions/CIK0001853138.json,"10-K, 10-Q, 25, 3, 4, 4/A, 424B3, 424B4, 425, 8-A12B, 8-K, 8-K/A, CERT, CORRESP, D, DEF 14A, DEFA14A, DRS, DRS/A, EFFECT, POS AM, PRE 14A, S-1, S-1/A, S-1MEF, S-4, S-4/A, S-8, SC 13G, SC 13G/A, SCHEDULE 13D, SCHEDULE 13G, SCHEDULE 13G/A, UPLOAD",ARKQ,2,9,domestic_filer
KLAR,G5279N105,KLARNA GROUP PLC,KLAR,0002003292,Klarna Group plc,verified,https://data.sec.gov/submissions/CIK0002003292.json,"424B4, 6-K, 8-A12B, CERT, CORRESP, D, D/A, DRS, DRS/A, DRSLTR, EFFECT, F-1, F-1/A, S-8, SCHEDULE 13G, UPLOAD",ARKF,0,0,no_10x_filings
KMTUY,500458401,KOMATSU LTD -SPONS ADR,KMTUY,0000056594,KOMATSU LTD,verified,https://data.sec.gov/submissions/CIK0000056594.json,,ARKQ,0,0,no_10x_filings
KSPI,BJY21K1,JSC KASPI.KZ ADR,KSPI,0001985487,Joint Stock Co Kaspi.kz,verified,https://data.sec.gov/submissions/CIK0001985487.json,"144, 20-F, 424B4, 6-K, 8-A12B, CERT, CORRESP, DRS, DRS/A, DRSLTR, EFFECT, F-1, F-1/A, F-1MEF, S-8, SC 13G, SCHEDULE 13D, SCHEDULE 13D/A, SCHEDULE 13G, SCHEDULE 13G/A, UPLOAD",ARKF,0,0,no_10x_filings
KTOS,50077B207,KRATOS DEFENSE & SECURITY,KTOS,0001069258,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",verified,https://data.sec.gov/submissions/CIK0001069258.json,"10-K, 10-Q, 10-Q/A, 144, 3, 4, 4/A, 424B3, 424B5, 8-K, ARS, ARS/A, CORRESP, DEF 14A, DEFA14A, POSASR, S-3ASR, S-8, SC 13G, SC 13G/A, SCHEDULE 13G, SCHEDULE 13G/A, SD, UPLOAD",ARKK|ARKQ|ARKX,5,15,domestic_filer
